movieId,title,year,genres,first_three_actors,director,original_language,imdb_id,movieIdInt
8892,A Christmas Tale,2008,"Drama, Comedy","Catherine Deneuve, Anne Consigny, Jean-Paul Roussillon",Arnaud Desplechin,fr,tt0993789,2821
111759,Don Q Son of Zorro,1925,"Western, Adventure, Romance","Douglas Fairbanks, Mary Astor, Donald Crisp",Donald Crisp,en,tt0015758,6047
8905,Three Monkeys,2008,"Drama, Thriller","Yavuz Bingöl, Hatice Aslan, Rifat Sungar",Nuri Bilge Ceylan,tr,tt1233381,2831
3520,Casanova '70,1965,"Drama, Comedy","Marcello Mastroianni, Virna Lisi, Marisa Mell",Mario Monicelli,it,tt0059015,1753
8841,The Class,2008,Drama,"François Bégaudeau, Franck Keïta, Esmeralda Ouertani",Laurent Cantet,fr,tt1068646,2786
6972,Australia,2008,Drama,"Nicole Kidman, Hugh Jackman, Essie Davis",Baz Luhrmann,en,tt0455824,2518
32862,Revenge of the Zombies,1943,Horror,"John Carradine, Gale Storm, Robert Lowery",Steve Sekely,en,tt0036307,3660
8966,Twilight,2008,"Adventure, Fantasy, Drama, Romance","Kristen Stewart, Robert Pattinson, Billy Burke",Catherine Hardwicke,en,tt1099212,2866
2574,The Lovers,1958,"Romance, Drama","Jeanne Moreau, Alain Cuny, José Luis de Villalonga",Louis Malle,fr,tt0052556,1478
1964,A Friend of Mine,2006,Drama,"Jürgen Vogel, Daniel Brühl, Sabine Timoteo",Sebastian Schipper,de,tt0441762,1202
116973,Four Men and a Prayer,1938,"Adventure, Mystery","Loretta Young, Richard Greene, George Sanders",John Ford,en,tt0030150,6160
8881,Che: Part One,2008,"Drama, History, War","Benicio del Toro, Demián Bichir, Rodrigo Santoro",Steven Soderbergh,en,tt0892255,2814
8880,Che: Part Two,2009,"Drama, History, War","Benicio del Toro, Catalina Sandino Moreno, Franka Potente",Steven Soderbergh,en,tt0374569,2813
25852,Nothing Like the Holidays,2008,"Comedy, Drama, Romance","Elizabeth Peña, Freddy Rodríguez, Luis Guzmán",Alfredo De Villa,en,tt1151915,2948
8055,The Reader,2008,"Drama, Romance","Kate Winslet, Ralph Fiennes, David Kross",Stephen Daldry,en,tt0976051,2630
3054,The Wrecking Crew,1968,"Action, Comedy, Thriller","Dean Martin, Elke Sommer, Sharon Tate",Phil Karlson,en,tt0065225,1651
5816,Waiter,2006,Comedy,"Alex van Warmerdam, Ariane Schluter, Jaap Spijkers",Alex van Warmerdam,nl,tt0476681,2316
2694,Tuya's Marriage,2006,"Drama, Romance, Foreign","Nan Yu, Bater, Sen'ge",Wang Quan'an,zh,tt0949564,1525
4922,The Curious Case of Benjamin Button,2008,"Fantasy, Drama, Thriller, Mystery, Romance","Cate Blanchett, Brad Pitt, Tilda Swinton",David Fincher,en,tt0421715,2083
159849,Why We Fight: Divide and Conquer,1943,Documentary,"Knox Manning, Murray Alper, General Bergeret",Frank Capra,en,tt0173769,7162
2253,Valkyrie,2008,"Drama, Thriller, History, War","Tom Cruise, Carice van Houten, Kenneth Branagh",Bryan Singer,en,tt0985699,1380
51817,Zamfir's Zona,2002,Drama,"Vojin Ćetković, Katarina Radivojević, Dragan Nikolić",Zdravko Šotra,sr,tt0326449,4257
6936,Ben X,2007,Drama,"Greg Timmermans, Laura Verlinden, Marijke Pinoy",Nic Balthazar,nl,tt0953318,2503
4148,Revolutionary Road,2008,"Drama, Romance","Leonardo DiCaprio, Kate Winslet, Michael Shannon",Sam Mendes,en,tt0959337,1854
31047,Jesse Stone: Night Passage,2006,"TV Movie, Drama, Thriller, Crime","Tom Selleck, Saul Rubinek, Viola Davis",Robert Harmon,en,tt0498360,3495
8927,Involuntary,2008,"Comedy, Drama","Villmar Björkman, Linnea Cart-Lamy, Leif Edlund",Ruben Östlund,sv,tt1232826,2843
53519,High and Dizzy,1920,Comedy,"Harold Lloyd, Roy Brooks, Mildred Davis",Hal Roach,en,tt0011293,4303
87790,Brotherhood of Death,1976,"Action, Drama","Roy Jefferson, Le Tari, Haskell V. Anderson III",Bill Berry,en,tt0207359,5344
26758,Man with the Gun,1955,Western,"Robert Mitchum, Jan Sterling, Karen Sharpe",Richard Wilson,en,tt0048339,3226
8942,Wendy and Lucy,2008,Drama,"Michelle Williams, Will Patton, Will Oldham",Kelly Reichardt,en,tt1152850,2855
54406,The Young Visiters,2003,"Comedy, Drama, Family, Romance","Jim Broadbent, Hugh Laurie, Lyndsey Marshal",David Yates,en,tt0379053,4340
26235,The Gamers: Dorkness Rising,2008,"Adventure, Comedy, Fantasy","Nathan Rice, Carol Roscoe, Brian Lewis",Matt Vancil,en,tt0447166,3057
34696,Fuel,2009,Drama,"Will Beinbrink, Brian Bogulski, Jay Brothers",Oktay Ortabasi,en,tt1072437,3746
317,Grbavica: The Land of My Dreams,2006,"Drama, History","Mirjana Karanović, Luna Mijovic, Leon Lučev",Jasmila Zbanic,bs,tt0464029,255
2309,Inkheart,2008,"Adventure, Family, Fantasy","Brendan Fraser, Sienna Guillory, Andy Serkis",Iain Softley,en,tt0494238,1413
6733,Where Is Fred?,2006,Comedy,"Til Schweiger, Alexandra Maria Lara, Jürgen Vogel",Anno Saul,de,tt0487271,2490
27447,Edge of Madness,2002,"Drama, Mystery, Thriller","Caroline Dhavernas, Paul Johansson, Brendan Fehr",Anne Wheeler,en,tt0287140,3373
80193,The Big Stampede,1932,"Action, Western","John Wayne, Noah Beery, Paul Hurst",Tenny Wright,en,tt0022681,5030
46595,The Great Ecstasy of Woodcarver Steiner,1974,Documentary,"Werner Herzog, Walter Steiner",Werner Herzog,de,tt0070136,4070
1977,The Grudge 3,2009,"Mystery, Horror, Thriller","Johanna Braddy, Gil McKinney, Emi Ikehata",Toby Wilkins,en,tt1053859,1211
97915,Point of Order!,1964,Documentary,No Actor,Emile de Antonio,en,tt0058481,5629
4959,The International,2009,"Drama, Thriller, Crime","Clive Owen, Naomi Watts, Armin Mueller-Stahl",Tom Tykwer,en,tt0963178,2110
85394,33 Scenes from Life,2008,Drama,"Julia Jentsch, Peter Gantzler, Maciej Stuhr",Małgorzata Szumowska,pl,tt1263736,5243
26900,The Bandit,1996,"Crime, Drama, Thriller","Şener Şen, Ugur Yücel, Özkan Uğur",Yavuz Turgul,tr,tt0116231,3266
4832,The 11th Hour,2007,Documentary,"Kenny Ausubel, Janine Benyus, Sylvia Earle",Nadia Conners,en,tt0492931,2057
7353,Fireflies in the Garden,2008,Drama,"Julia Roberts, Carrie-Anne Moss, Willem Dafoe",Dennis Lee,en,tt0961108,2587
98193,Death by Hanging,1968,"Comedy, Crime, Drama, Foreign","Kei Satô, Fumio Watanabe, Toshirô Ishidô",Nagisa Ōshima,ja,tt0063198,5643
47980,Jesus Christ Superstar,2000,"Drama, Music","Glenn Carter, Jerome Pradon, Renee Castle",Gale Edwards,en,tt0275434,4143
5677,Trancers,1984,"Horror, Science Fiction, Crime","Tim Thomerson, Helen Hunt, Biff Manard",Charles Band,en,tt0090192,2275
1961,My Name Is Bruce,2007,"Comedy, Horror","Bruce Campbell, Grace Thorsen, Ted Raimi",Bruce Campbell,en,tt0489235,1200
47561,Firepower,1979,"Action, Adventure","Sophia Loren, James Coburn, O.J. Simpson",Michael Winner,en,tt0079153,4116
94405,The Far Horizons,1955,"Action, History, Western, Romance","Fred MacMurray, Charlton Heston, Donna Reed",Rudolph Maté,en,tt0048056,5525
110761,Container,2006,Drama,"Jena Malone, Peter Lorentzon, Mariha Åberg",Lukas Moodysson,en,tt0756206,6025
434,Tough Enough,2006,"Drama, Thriller","David Kross, Jenny Elvers, Erhan Emre",Detlev Buck,de,tt0475317,329
8832,Il Divo,2008,Drama,"Toni Servillo, Anna Bonaiuto, Giulio Bosetti",Paolo Sorrentino,it,tt1023490,2778
7916,Far Cry,2008,"Action, Science Fiction, Thriller","Til Schweiger, Emmanuelle Vaugier, Udo Kier",Uwe Boll,en,tt0400426,2611
8382,Today You Die,2005,"Action, Adventure, Thriller","Steven Seagal, Anthony 'Treach' Criss, Mari Morrow",Don E. FauntLeRoy,en,tt0431114,2684
85330,Out At The Wedding,2007,Romance,"Jerry Banks, Jamie Blake, Mystro Clark",Lee Friedlander,en,tt0488023,5239
53574,Born to the West,1937,"Romance, Western","John Wayne, Marsha Hunt, Johnny Mack Brown",Charles Barton,en,tt0028653,4306
26939,The Quick and the Dead,1987,"Action, Drama, Western","Sam Elliott, Kate Capshaw, Tom Conti",Robert Day,en,tt0093811,3272
26127,Joshua Tree,1993,"Action, Thriller","Dolph Lundgren, Kristian Alfonso, George Segal",Vic Armstrong,en,tt0106309,3015
5334,Billy Budd,1962,"Drama, Action","Terence Stamp, Robert Ryan, Peter Ustinov",Peter Ustinov,en,tt0055796,2213
26387,Night Has a Thousand Eyes,1948,"Drama, Thriller","Edward G. Robinson, Gail Russell, John Lund",John Farrow,en,tt0040643,3117
52528,Bloodbath at the House of Death,1984,"Comedy, Horror","Kenny Everett, Pamela Stephenson, Vincent Price",Ray Cameron,en,tt0086981,4278
53651,Hangman's Knot,1952,"Action, Western","Randolph Scott, Donna Reed, Lee Marvin",Roy Huggins,en,tt0044683,4307
36392,Kogel-mogel,1988,Comedy,"Grażyna Błęcka-Kolska, Ewa Kasprzyk, Zdzisław Wardejn",Roman Zaluski,pl,tt0097676,3758
62437,Land of Silence and Darkness,1971,"Documentary, Foreign","Fini Straubinger, Heinrich Fleischmann, Vladimir Kokol",Werner Herzog,de,tt0067324,4563
6968,The Baader Meinhof Complex,2008,"Action, Crime, Drama, History, Thriller","Martina Gedeck, Moritz Bleibtreu, Johanna Wokalek",Uli Edel,de,tt0765432,2516
43396,Union Station,1950,"Drama, Thriller, Crime","William Holden, Nancy Olson, Barry Fitzgerald",Rudolph Maté,en,tt0043090,3949
8747,The Black Balloon,2008,Drama,"Toni Collette, Rhys Wakefield, Luke Ford",Elissa Down,en,tt0865297,2758
55748,Ystäväni Henry,2004,Drama,"Ninni Ahlroth, Aleksi Rantanen, Hellen Willberg",Auli Mantila,fi,tt0387701,4381
3632,Flash Gordon,1936,"Action, Science Fiction","Buster Crabbe, Jean Rogers, Charles Middleton",Frederick Stephani,en,tt0027623,1794
142973,Dating Games People Play,2008,"Comedy, Romance","Austin Peck, Leslie Bega, Stephanie Brown",Stefan Marc,en,tt0365100,6804
1940,Porgy and Bess,1959,"Music, Drama, Romance","Sidney Poitier, Dorothy Dandridge, Sammy Davis, Jr.",Otto Preminger,en,tt0053182,1183
1387,Superstar: The Karen Carpenter Story,1988,"Drama, Music","Merrill Gruver, Michael Edwards, Melissa Brown",Todd Haynes,en,tt0094075,870
8902,Linha de Passe,2008,Drama,"Sandra Corveloni, Vinícius de Oliveira, Ana Luiza Garritano",Walter Salles,pt,tt0803029,2829
27644,Ride Lonesome,1959,"Action, Western","Randolph Scott, Karen Steele, Pernell Roberts",Budd Boetticher,en,tt0053220,3408
168538,"Nana, the True Key of Pleasure",1983,"Drama, Comedy","Katya Berger, Jean-Pierre Aumont, Yehuda Efroni",Dan Wolman,en,tt0084387,7329
8833,Double Trouble,1984,"Action, Comedy","Terence Hill, Bud Spencer, April Clough",Enzo Barboni,it,tt0087481,2779
91603,The Magic of Méliès,1997,Documentary,Daniel Ceccaldi,Jacques Meny,en,tt0318413,5449
95977,The Man Behind The Gun,1953,Western,"Randolph Scott, Patrice Wymore, Dick Wesson",Felix E. Feist,en,tt0044872,5569
112582,Fraternity Demon,1992,Comedy,"Trixxie Bowie, Charles Laulette, Deborah Thompson Duda",C.B. Rubin,en,tt0121297,6063
33974,Mammoth,2009,"Drama, Romance","Gael García Bernal, Michelle Williams, Marife Necesito",Lukas Moodysson,en,tt1038043,3717
49571,Intentions of Murder,1964,Drama,"Masumi Harukawa, Kô Nishimura, Shigeru Tsuyuguchi",Shôhei Imamura,ja,tt0057829,4203
2080,X-Men Origins: Wolverine,2009,"Adventure, Action, Thriller, Science Fiction","Hugh Jackman, Liev Schreiber, Danny Huston",Gavin Hood,en,tt0458525,1288
6461,Cherry Blossoms,2008,"Drama, Romance","Elmar Wepper, Hannelore Elsner, Nadja Uhl",Doris Dörrie,de,tt0910559,2441
42738,Scorpio,1973,"Action, Adventure, Drama, Thriller","Burt Lancaster, Alain Delon, Paul Scofield",Michael Winner,en,tt0070653,3922
111752,Man in the Middle,1963,War,"Robert Mitchum, France Nuyen, Barry Sullivan",Guy Hamilton,en,tt0058323,6046
42943,The Devil Is a Woman,1935,"Comedy, Drama, Romance","Marlene Dietrich, Lionel Atwill, Edward Everett Horton",Josef von Sternberg,en,tt0026276,3928
534,Terminator Salvation,2009,"Action, Science Fiction, Thriller","Christian Bale, Sam Worthington, Anton Yelchin",McG,en,tt0438488,399
2049,How to Cook Your Life,2007,"Documentary, Foreign","Edward Espe Brown, Doris Dörrie",Doris Dörrie,en,tt0943512,1269
121707,Montana,1950,"Western, Action, Adventure, Romance","Errol Flynn, Alexis Smith, S.Z. Sakall",Raoul Walsh,en,tt0042744,6253
101362,A Cure for Love,1966,"Comedy, Adventure, Crime","Kalina Jędrusik, Krystyna Sienkiewicz, Wienczyslaw Gliński",Jan Batory,pl,tt0060623,5723
86764,Suzanne's Career,1963,Romance,"Catherine Sée, Philippe Beuzen, Christian Charrière",Éric Rohmer,fr,tt0056910,5304
4934,Firecreek,1968,Western,"James Stewart, Henry Fonda, Inger Stevens",Vincent McEveety,en,tt0062975,2094
81512,Many Rivers to Cross,1955,"Action, Comedy, Western","Robert Taylor, Eleanor Parker, Victor McLaglen",Roy Rowland,en,tt0048350,5087
27134,Boy Eats Girl,2005,"Fantasy, Comedy, Horror","Samantha Mumba, David Leon, Tadhg Murphy",Stephen Bradley,en,tt0415679,3314
761,The Wing or the Thigh,1976,Comedy,"Louis de Funès, Coluche, Claude Gensac",Claude Zidi,fr,tt0074103,574
70806,Blind Husbands,1919,"Romance, Drama","Erich von Stroheim, Gibson Gowland, Sam De Grasse",Erich von Stroheim,en,tt0009937,4741
34482,The Clique,2008,"Comedy, Drama, Family","Elizabeth McLaughlin, Ellen Marlow, Sophie Anna Everhard",Michael Lembeck,en,tt1059905,3740
27799,Hana and Alice,2004,"Drama, Comedy, Romance","Anne Suzuki, Yu Aoi, Tomohiro Kaku",Shunji Iwai,ja,tt0407851,3438
8883,Flame & Citron,2008,"Crime, Drama, History, War","Thure Lindhardt, Mads Mikkelsen, Stine Stengade",Ole Christian Madsen,da,tt0920458,2816
40465,Chain Reaction,2006,"Horror, Foreign","Christopher Kriesa, Martina Ittenbach, Simon Newby",Olaf Ittenbach,en,tt0460742,3832
42341,Suspect X,2008,"Crime, Drama, Mystery, Thriller","Masaharu Fukuyama, Kazuki Kitamura, Yasuko Matsuyuki",Hiroshi Nishitani,ja,tt1160629,3898
8933,O'Horten,2007,"Drama, Comedy","Baard Owe, Espen Skjønberg, Ghita Nørby",Bent Hamer,no,tt0962774,2848
156917,Pekka ja Pätkä neekereinä,1960,Comedy,"Esa Pakarinen, Masa Niemi, Siiri Angerkoski",Aarne Tarkas,fi,tt0054169,7064
8269,Promise Me This,2007,"Romance, Drama, Comedy","Marija Petronijević, Uroš Milovanović, Aleksandar Berček",Emir Kusturica,sr,tt0479519,2658
8940,Tyson,2008,"Documentary, Drama",Mike Tyson,James Toback,en,tt1032821,2853
133,Primary,1960,Documentary,"John F. Kennedy, Hubert H. Humphrey, Joseph Julian",Robert Drew,en,tt0054205,90
4498,The Executioner,1963,"Comedy, Drama","Nino Manfredi, José Isbert, Emma Penella",Luis García Berlanga,es,tt0057643,1962
170477,Anna Lucasta,1958,Drama,"Eartha Kitt, Sammy Davis, Jr., Frederick O'Neal",Arnold Laven,en,tt0051362,7377
4250,Pornorama,2007,Comedy,"Benno Fürmann, Tom Schilling, Karoline Herfurth",Marc Rothemund,de,tt0808425,1885
8373,Transformers: Revenge of the Fallen,2009,"Science Fiction, Action, Adventure","Shia LaBeouf, Megan Fox, Josh Duhamel",Michael Bay,en,tt1055369,2682
8939,Tulpan,2009,"Drama, Comedy, Romance","Samal Yeslyamova, Tolepbergen Baisakalov, Ondas Besikbasov",Sergei Dvortsevoy,ru,tt0436854,2852
53906,Jet Pilot,1957,"Action, Drama","John Wayne, Janet Leigh, Jay C. Flippen",Josef von Sternberg,en,tt0050562,4317
4990,Hustle,1975,"Action, Comedy, Crime, Drama, Mystery, Thriller","Burt Reynolds, Catherine Deneuve, Ben Johnson",Robert Aldrich,en,tt0073133,2134
33321,The Dirt Bike Kid,1985,"Comedy, Drama, Family, Fantasy","Peter Billingsley, Stuart Pankin, Anne Bloom",Hoite C. Caston,en,tt0090948,3688
42659,Blonde Crazy,1931,"Comedy, Crime, Drama","James Cagney, Joan Blondell, Louis Calhern",Roy Del Ruth,en,tt0021673,3912
4931,Madigan,1968,"Crime, Drama, Thriller","Richard Widmark, Inger Stevens, Henry Fonda",Don Siegel,en,tt0063256,2091
8884,Franklyn,2008,"Drama, Fantasy, Science Fiction","Eva Green, Ryan Phillippe, Bernard Hill",Gerald McMorrow,en,tt0893402,2817
767,Harry Potter and the Half-Blood Prince,2009,"Adventure, Fantasy, Family","Daniel Radcliffe, Rupert Grint, Emma Watson",David Yates,en,tt0417741,580
68572,Possessed,2000,"Drama, Horror","Timothy Dalton, Henry Czerny, Jonathan Malen",Steven E. de Souza,en,tt0195165,4683
51302,The Muppet Musicians of Bremen,1972,"Family, Comedy, Music","Frank Oz, Jerry Nelson, Jim Henson",Jim Henson,en,tt0274678,4246
3478,Ludwig,1972,"Drama, History","Helmut Berger, Romy Schneider, Trevor Howard",Luchino Visconti,en,tt0068883,1740
8937,Tokyo Sonata,2008,Drama,"Teruyuki Kagawa, Kyoko Koizumi, Yu Koyanagi",Kiyoshi Kurosawa,ja,tt0938341,2850
4983,"Run, Simon, Run",1970,"Action, Crime, Thriller","Burt Reynolds, Inger Stevens, Royal Dano",George McCowan,en,tt0066317,2128
49691,Mortal Transfer,2001,"Comedy, Thriller, Crime, Foreign","Jean-Hugues Anglade, Hélène de Fougerolles, Predrag 'Miki' Manojlović",Jean-Jacques Beineix,en,tt0239670,4206
82311,Wild River,1960,"History, Drama, Romance","Montgomery Clift, Lee Remick, Jo Van Fleet",Elia Kazan,en,tt0054476,5114
105703,The Boys from Fengkuei,1983,Drama,"Doze Niu Cheng-Tse, Chang Shih, Lin Hsiu-Ling",Hou Hsiao-hsien,zh,tt0085533,5857
97252,Okie Noodling,2001,Documentary,No Actor,Bradley Beesley,en,tt0294805,5615
25902,Just Sex and Nothing Else,2005,"Drama, Comedy, Romance","Judit Schell, Kata Dobó, Sándor Csányi",Krisztina Goda,hu,tt0402115,2963
128856,Traffic Affairs,2004,"Drama, Action, Thriller, Foreign","Ulrich Matthes, Anna Brüggemann, Ivan Shvedoff",Nicolai Albrecht,de,tt0407008,6465
145066,Waterland,1992,"Drama, Mystery","Jeremy Irons, Sinéad Cusack, Ethan Hawke",Stephen Gyllenhaal,en,tt0105790,6854
45852,Harvard Beats Yale 29-29,2008,"Documentary, Drama","Tommy Lee Jones, Brian Dowling, Frank Champi",Kevin Rafferty,en,tt1286800,4050
99600,"Good Men, Good Women",1995,"Romance, Drama, History","Ah-Cheng, Annie Shizuka Inoh, Lim Giong",Hou Hsiao-hsien,zh,tt0113256,5679
8895,Adoration,2008,Drama,"Devon Bostick, Rachel Blanchard, Louca Tassone",Atom Egoyan,en,tt1074929,2823
164741,Little Richard,2000,"Music, Drama, TV Movie","Leon Robinson, Don Dowe",Robert Townsend,en,tt0228528,7254
44655,Susana,1951,Drama,"Fernando Soler, Rosita Quintana, Víctor Manuel Mendoza",Luis Buñuel,es,tt0043018,4006
685,Olympia Part Two: Festival of Beauty,1938,Documentary,"Jack Beresford, Ralf Berzsenyi, Ferenc Csík",Leni Riefenstahl,de,tt0030523,530
154430,Shadow of the Eagle,2005,"Drama, History, Musical","Vesa-Matti Loiri, Mikko Leppilampi, Helena Vierikko",Timo Koivusalo,fi,tt0437273,7037
87683,Krakatoa: The Last Days,2006,"Drama, Documentary","Rupert Penry-Jones, Olivia Williams, Kevin McMonagle",Sam Miller,en,tt0791318,5342
42638,Queen Kelly,1929,"Drama, Romance","Gloria Swanson, Walter Byron, Seena Owen",Erich von Stroheim,en,tt0020298,3911
8899,Lorna's Silence,2008,"Crime, Drama","Arta Dobroshi, Jérémie Renier, Fabrizio Rongione",Luc Dardenne,fr,tt1186369,2827
26914,Troll 2,1990,Horror,"Michael Stephenson, George Hardy, Margo Prey",Claudio Fragasso,en,tt0105643,3268
758,Murder Ahoy,1964,"Drama, Thriller, Crime, Mystery, Comedy","Margaret Rutherford, Stringer Davis, Lionel Jeffries",George Pollock,en,tt0058382,571
26320,Taking Woodstock,2009,"Music, Comedy, Drama","Demetri Martin, Imelda Staunton, Henry Goodman",Ang Lee,en,tt1127896,3090
2861,A Good Marriage,1982,"Drama, Comedy, Romance","Béatrice Romand, André Dussollier, Féodor Atkine",Éric Rohmer,fr,tt0082053,1572
5060,Carry On Screaming,1966,Comedy,"Harry H. Corbett, Kenneth Williams, Jim Dale",Gerald Thomas,en,tt0060214,2150
106006,Living with Michael Jackson: A Tonight Special,2003,Documentary,"Michael Jackson, Martin Bashir",Julie Shaw,en,tt0352524,5873
6309,Flood,2007,"Drama, Action, Thriller","Robert Carlyle, Tom Courtenay, Joanne Whalley",Tony Mitchell,en,tt0790665,2420
2979,Return of the Ghostbusters,2007,"Comedy, Fantasy, Science Fiction","Tim Johnson, J. Michael Weiss, Joel Hanson",Hank Braxtan,en,tt1230164,1606
117531,The Great Gabbo,1929,"Drama, Romance","Erich von Stroheim, Betty Compson, Donald Douglas",Erich von Stroheim,en,tt0019946,6178
3511,The Broken,2008,"Thriller, Drama, Horror","Lena Headey, Ulrich Thomsen, Melvil Poupaud",Sean Ellis,en,tt0906734,1749
25900,Tension,1949,"Crime, Drama","Richard Basehart, Audrey Totter, Cyd Charisse",John Berry,en,tt0041954,2962
26367,I Can Do Bad All By Myself,2009,"Drama, Comedy","Tyler Perry, Taraji P. Henson, Adam Rodríguez",Tyler Perry,en,tt1385912,3107
26009,Scandal Sheet,1952,Thriller,"Broderick Crawford, Donna Reed, John Derek",Phil Karlson,en,tt0045124,2995
126597,Down to the Cellar,1983,"Animation, Horror, Mystery","Ol'ga Vronska, Aleksandr Letko, Monika Belo-Cabanová",Jan Švankmajer,cs,tt0085448,6396
26688,Sorority Row,2009,"Horror, Mystery, Thriller","Rumer Willis, Briana Evigan, Jamie Chung",Stewart Hendler,en,tt1232783,3200
4786,Rudo & Cursi,2008,"Comedy, Drama","Gael García Bernal, Diego Luna, Jessica Mas",Carlos Cuarón,es,tt0405393,2043
26763,Burma VJ: Reporting from a Closed Country,2008,"Documentary, Foreign",No Actor,Anders Østergaard,en,tt1333634,3229
142084,Hiroshima,2009,Music,"Juan Andrés Stoll, Mario Stoll, Guillermo Stoll",Pablo Stoll,es,tt1504402,6783
106254,The End of St. Petersburg,1927,Drama,"Aleksandr Chistyakov, Vera Baranovskaya, Ivan Chuvelyov",Vsevolod Pudovkin,ru,tt0018066,5881
885,The Docks of New York,1928,"Drama, Romance","George Bancroft, Betty Compson, Olga Baclanova",Josef von Sternberg,en,tt0018839,690
126136,Our Daily Bread,1934,"Drama, Romance","Karen Morley, Tom Keene, Barbara Pepper",King Vidor,en,tt0025610,6382
48214,The Merry Jail,1917,Comedy,"Harry Liedtke, Emil Jannings, Paul Biensfeldt",Ernst Lubitsch,de,tt0009062,4149
44685,Love Hina Spring Special - I Wish Your Dream,2001,"Comedy, Romance, Animation, Music","Yui Horie, Yūji Ueda, Junko Noda",Yoshiaki Iwasaki,ja,tt0416938,4011
33380,Gayniggers from Outer Space,1992,"Comedy, Science Fiction","Gbatokai Dakinah, Coco C.P. Dalbert, Sammy Salomon",Morten Lindberg,en,tt0274518,3691
4734,Van Gogh,1991,Drama,"Jacques Dutronc, Alexandra London, Bernard Le Coq",Maurice Pialat,fr,tt0103190,2036
1686,Chelsea Girls,1966,Drama,"Brigid Berlin, Mary Woronov, Edie Sedgwick",Andy Warhol,en,tt0061465,1036
3513,Legionnaire,1998,"Adventure, Drama, Action, History, Thriller","Jean-Claude Van Damme, Adewale Akinnuoye-Agbaje, Steven Berkoff",Peter MacDonald,en,tt0126388,1751
8915,Amelia,2009,Adventure,"Hilary Swank, Richard Gere, Aaron Abrams",Mira Nair,en,tt1129445,2837
85763,The 7th Dawn,1964,Action,"William Holden, Susannah York, Capucine",Lewis Gilbert,en,tt0057813,5257
94663,The Round-Up,1966,"Drama, History, War","Zoltán Latinovits, Görbe János, Tibor Molnár",Miklós Jancsó,hu,tt0059776,5532
51619,The Sound Barrier,1952,"Drama, Romance, War","Ralph Richardson, Ann Todd, Nigel Patrick",David Lean,en,tt0044446,4255
97029,Ceddo,1977,Drama,"Mamadou Dioumé, Ousmane Sembene, Tabata Ndiaye",Ousmane Sembene,en,tt0077309,5608
54419,Under the Roofs of Paris,1930,"Music, Comedy, Drama, Romance","Albert Préjean, Pola Illéry, Edmond T. Gréville",René Clair,fr,tt0021409,4341
8926,Afterschool,2008,"Drama, Mystery","Ezra Miller, Jeremy Allen White, Emory Cohen",Antonio Campos,en,tt1224366,2842
2973,Aelita: Queen of Mars,1924,"Science Fiction, Adventure, Drama, Fantasy","Yuliya Solntseva, Igor Ilyinsky, Nikolai Tsereteli",Yakov Protazanov,ru,tt0014646,1601
32928,The Extraordinary Adventures of Mr. West in the Land of the Bolsheviks,1924,"Adventure, Comedy","Boris Barnet, Porfiri Podobed, Vsevolod Pudovkin",Lev Kuleshov,ru,tt0015167,3662
26191,35 Shots of Rum,2009,Drama,"Mati Diop, Nicole Dogue, Grégoire Colin",Claire Denis,fr,tt1100048,3045
173171,A Jungle Book of Regulations,1974,Comedy,"Jacek Fedorowicz, Halina Kowalska, Jerzy Dobrowolski",Stanisław Bareja,pl,tt0071908,7441
94653,Twilight of the Ice Nymphs,1997,"Fantasy, Mystery, Romance","Pascale Bussières, Shelley Duvall, Frank Gorshin",Guy Maddin,en,tt0120393,5529
1697,Grave Decisions,2006,"Drama, Comedy","Markus Krojer, Fritz Karl, Jule Ronstedt",Marcus H. Rosenmüller,de,tt0780180,1043
54648,The Pebble and the Penguin,1995,"Animation, Adventure, Family","Martin Short, Annie Golden, Jim Belushi",Gary Goldman,en,tt0114108,4348
32834,MVP: Most Valuable Primate,2000,"Action, Adventure, Comedy, Drama, Family, Fantasy, Romance","Bernie, Louie, Mac",Robert Vince,en,tt0196106,3658
51317,Placido,1961,"Comedy, Drama","Casto Sendra ""Cassen"", Elvira Quintillá, José Luis López Vázquez",Luis García Berlanga,es,tt0055310,4247
84273,Storm Over Asia,1928,Drama,"Valéry Inkijinoff, I. Dedintsev, Aleksandr Chistyakov",Vsevolod Pudovkin,ru,tt0019286,5192
836,Barren Lives,1963,"Drama, Foreign, Romance","Átila Iório, Maria Ribeiro, Orlando Macedo",Nelson Pereira dos Santos,pt,tt0057654,645
105077,Battlestar Galactica: The Plan,2009,"Science Fiction, Action, Adventure, Drama","Edward James Olmos, Dean Stockwell, Michael Trucco",Edward James Olmos,en,tt1286130,5827
95600,The Chronicle of Anna Magdalena Bach,1968,Drama,"Gustav Leonhardt, Christiane Lang, Paolo Carlini",Jean-Marie Straub,de,tt0062804,5560
84772,Hell's Hinges,1916,"Romance, Western","William S. Hart, Clara Williams, Jack Standing",Charles Swickard,en,tt0006780,5216
4475,The Private Lives of Pippa Lee,2009,"Comedy, Drama, Romance","Robin Wright, Alan Arkin, Keanu Reeves",Rebecca Miller,en,tt1134629,1946
108200,The Doctor Takes a Wife,1940,Comedy,"Loretta Young, Ray Milland, Edmund Gwenn",Alexander Hall,en,tt0032397,5943
